os;sc;item;Produto;Descricao;Quantidade;emissao;APLICACAO;Observacao;cotacao;pc;dt_aprovacao_n1;dt_aprovacao_n2;dt_aprovacao_n3;quantidade_ja_entregue;ja_emitiu_fornecedor;valor_total;status_sc;status_pc;previsao_entrega;pc_eliminado_residuo;motivo_eliminado_residuo;sc_eliminado_residuo;data_pc;conta_pc;centro_custo_pc;solicitante;requisitante;fornecedor;tipo_pagamento
;512032;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;22/02/2019;LINHA DE IMPREGNACAO;"CONSERTO DE 02 ROLOS ""BANANA"" DA LINHA DE IMPREGNACAO";047758;777701;27/02/2019;28/02/2019;28/02/2019;1;S;1774;L;L;02/03/2019;;;;25/02/2019;512206002;2209001;leonardo.beretta;elizandro.soares;BORRACHAS PETRO LTDA- EPP;003
;512033;0001;76499;PARAFUSO ALLEN CABECA CILINDRICA  M16 X 140 CLASSE 12.9 ROSC;32;22/02/2019;PATIO DE MADEIRA - PHT-400;PICADOR PALLMANN DE CASCAS COM AS CONTRA FACAS VENCIDAS REALIZAR A TROCA;047757;778004;20/03/2019;22/03/2019;22/03/2019;32;S;188,8;L;L;23/03/2019;;;;13/03/2019;512206002;2201001;wylliam.bassos;wylliam.bassos;BRASIL DOS PARAFUSOS COMERCIAL LTDA;003
;512034;0001;12623;DESENGRIPANTE MICRO OLEO SPRAY 300ML;24;22/02/2019;(P.A.L1) USINA 1/ CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047762;777698;;;;0;;141,6;L;B;02/03/2019;S;;;25/02/2019;512301006;2202001;anderson.rodrigues;RAFAEL.LOPES;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;045
;512034;0002;12227;ADESIVO SILICONE INCOLOR  280G;12;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0003;24048;ADESIVO SILICONE VERMELHO P/ ALTA TEMPERATURA 280G;24;22/02/2019;(P.A.L1)USINA 1/CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0004;13331;LIXA FERRO 100;50;22/02/2019;(P.A.L1) USINA 1 /CALDEIRA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0005;30878;"DISCO DE CORTE 4.1/2"" P/ACO CARBONO E INOX - WALTER  ESP. 1,";100;22/02/2019;(P.A.L1) USINA 1 /CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0006;19779;DISCO DE CORTE 7''- P/ACO CARBONO - WALTER;100;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0007;55896;PARAFUSO ALLEN CABECA ESCAREADA ACO CARBONO M12 X 40MM CLASS;300;22/02/2019;(P.A.L1) USINA 1 /CALDEIRA  1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0008;15675;PARAFUSO SEXTAVADO BICROMATIZADO M8 X 20MM CLASSE 8.8 ROSCA;400;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0009;36060;PARAFUSO SEXTAVADO GALVANIZADO M10 X 35MM CLASSE 8.8 ROSCA T;500;22/02/2019;(P.A.L1) USINA 1/ CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0010;18049;PARAFUSO SEXTAVADO ACO CARBONO M12 X 35MM CLASSE 8.8 ROSCA T;200;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0011;20243;PARAFUSO SEXTAVADO ACO CARBONO M16 X 70MM;200;22/02/2019;(P.A.L1) USINA 1/ CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0012;18633;PORCA SEXTAVADA BICROMATIZADA M8;400;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0013;55426;JUNTA QUIMFLEX PTFE 12 X 4MM / COMP. 10M;3;22/02/2019;(P.A.L1) USINA 1 /CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0014;55425;JUNTA PLANA DE VEDACAO QUIMFLEX 24B 20 X 7 MM;3;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0015;51152;JUNTA PLANA DE VEDACAO QUIMFLEX 24B 10 X 3MM (ROLO C/ 15M);1;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0016;57364;JUNTA PLANA DE VEDACAO QUIMFLEX 24B 7 X 2,5 MM;3;22/02/2019;(P.A.L1) USINA 1 /CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0017;61692;ELETRODO UTP 682-LC 2,5MM (AWS E 309L-17);20;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0018;12563;ARRUELA LISA BICROMATIZADA M16;500;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0019;12027;ELETRODO ESAB OK 48 E-7018  2,5MM;18;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0020;13351;ELETRODO E-6013 DIAM. 2,50 (46) ESAB;18;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0021;13327;FITA VEDA ROSCA 18MM X 25M (TEFLON);10;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0022;67925;LIMA ROTATIVA TIPO ARVORE 12MM X 25MM X 6MM - METAL DURO;3;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0023;49580;PONTA MONTADA C-196 16X25MM HASTE 1/4'';10;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0024;17760;PORCA SEXTAVADA BICROMATIZADA M10;600;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0025;15781;PORCA SEXTAVADA BICROMATIZADA M12;300;22/02/2019;(P.A.L1) USINA 1 /CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0026;15412;PORCA SEXTAVADA BICROMATIZADA M16;200;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0027;13229;ARRUELA LISA BICROMATIZADA M8;500;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0028;17761;ARRUELA LISA BICROMATIZADA M10;1000;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0029;14103;ARRUELA LISA BICROMATIZADA M12;600;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0030;43462;JUNTA DE PAPELAO GRAFITADA 1,6 MM;2;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0031;43463;JUNTA DE PAPELAO GRAFITADA 2,4 MM;2;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512034;0032;71853;JUNTA DE PAPELAO HIDRAULICO U60NA GRAFITADO 0,80MM FOLHA 150;2;22/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;L;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512035;0001;34978;ROLETE DE CARGA ESTEIRAS 30'' 280 X 4'' (101,6 X 280 X 20 X;200;22/02/2019;"(P.A.L1) ROLETE DE CARGA TC 30""- PARA 23 ESTEIRAS";SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF1;;;;;;0;;0;B;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512035;0002;29798;ROLETE DE CARGA ESTEIRAS 48'' 430 X 4'' (101,6 X 430 X 20 X;100;22/02/2019;"(P.A.L1) ROLETE DE CARGA  TC 48 "" PARA 23 ESTEIRAS";SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;B;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512035;0003;25174;ROLETE DE CARGA ESTEIRAS 36'' 315 X 4'' (101,6 X 315 X 20 X;150;22/02/2019;(P.A.L1) ROLETE DE CARGA TC 36 -PARA 12 ESTEIRAS;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;B;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512035;0004;56191;ROLETE DE CARGA ESTEIRAS 36'' 370 X 4'' (101,6 X 370 X 20 X;50;22/02/2019;(P.A.L1) ROLETE DE CARGA TC 40 -PARA 1 ESTEIRA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;B;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512035;0005;36517;ROLETE DE RETORNO ESTEIRAS 36'' 1020 X 4'';100;22/02/2019;(P.A.L1) ROLETE DE CARGA TC 36 - PARA 12 ESTEIRAS;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;;;;;;0;;0;B;;;;;S;;;;anderson.rodrigues;RAFAEL.LOPES;;
;512040;0001;90584;MANGOTE INOX 1.1/2 X 1500MM COM FLANGES QUADRADOS;4;22/02/2019;REVESTIMENTOS;SC gerada por SA - PARA SER UTILIZADO NA TRANSFERENCIA DE OLEO TERMICO DAS BP'S;047797;777782;10/05/2019;14/05/2019;14/05/2019;4;S;12226,24;L;L;28/02/2019;;;;27/02/2019;512206002;2207004;leonardo.beretta;elizandro.soares;HIDROFLEX INDUSTRIA DE TUBOS METALICOS FLEXIVEIS LTDA;163
;512043;0001;S00000118;14.06 INSTALACAO E MONTAGEM DE APARELHOS,MAQUI E EQUIPAMENTO;105;25/02/2019;FABRICA - ACABAMENTO/EXPEDICAO - TELHADOS;MANUTENCAO E TROCA EM 105 METROS DE TELHAS POLIONDAS;047783;777716;27/02/2019;28/02/2019;28/02/2019;105;S;5129,25;L;L;08/03/2019;;;;26/02/2019;512206002;2206003;wylliam.bassos;CIVIL - ADILSON;DULLIUS ENGENHARIA E TECNOLOGIA LTDA;003
;512044;0001;63672;CORREIA EM V 5VX-0850;8;25/02/2019;ALMOXARIFADO CENTRAL;PRODUTO SEM SALDO NO ESTOQUE;047807;777915;07/03/2019;11/03/2019;11/03/2019;8;S;488;L;L;08/03/2019;;;;07/03/2019;113800001;1101003;paulo.carvalho;paulo.carvalho;MARISE DOS SANTOS ALMEIDA;003
;512044;0002;23561;CORREIA EM V A-52;4;25/02/2019;ALMOXARIFADO CENTRAL;PRODUTO SEM SALDO NO ESTOQUE;047807;777915;07/03/2019;11/03/2019;11/03/2019;4;S;104;L;L;08/03/2019;;;;07/03/2019;113800001;1101003;paulo.carvalho;paulo.carvalho;MARISE DOS SANTOS ALMEIDA;003
;512045;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;2;25/02/2019;(P.A.L1) PATIO - TRANSPORTADOR TC 30;"SERVICO PARA PARADA ANUAL - FAZER DUAS EMENDAS A FRIO NA ESTEIRA DE 48 "" , 3 LONAS , TROCAR PEDACO DE 10 METROS    SERVICO A SER REALIZADO ENTRE OS DIAS 11/03 A 23/0319";047834;777880;;;;0;;18069,58;L;B;09/03/2019;S;Elim. Automatica Fora Prazo Data: 31/07/19 as 16:02:38;;06/03/2019;512206002;1105002;anderson.rodrigues;RAFAEL.LOPES;ALPLAN COMERCIO DE CORREIAS LTDA.;003
;512046;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;25/02/2019;FRESA USINAGEM;CONSERTO EXTERNO MOTOR JINSHIN 220/380 V/ 3 HP/ 2.2KW 4 POLOS  TROCA DOS ROLAMENTOS E MOTOR QUEIMADO;047785;777747;27/02/2019;28/02/2019;28/02/2019;1;S;310;L;L;03/03/2019;;;;26/02/2019;512206002;2299003;joao.berchol;joao.berchol;SEG COMERCIO E MANUTENCAO DE MOTOR E GERADOR ELETRICO LTDA;003
;512046;0002;89986;MATERIAL DE CONSERTO APLICADO EM MAQUINAS E EQUIPAMENTOS;1;25/02/2019;FRESA USINAGEM;MATERIAL PARA REBOBINAGEM;047786;777746;27/02/2019;28/02/2019;28/02/2019;1;S;315;L;L;03/03/2019;;;;26/02/2019;113800001;2299003;joao.berchol;joao.berchol;SEG COMERCIO E MANUTENCAO DE MOTOR E GERADOR ELETRICO LTDA;003
;512047;0001;90585;CONECTOR 7P PLASTICO/METAL RETO P/ VALVULA OBE;2;25/02/2019;REVESTIMENTO 2 - VALVULA PROPORCIONAL;PARA SUBSTUTIUR 02 CABOS DAS VALVULAS PROPORCIONAIS HIDRAULICOS DA PRENSA. (SUBSTITUI SC 511852 );047793;777778;;;;0;;1148;L;B;28/02/2019;S;;;27/02/2019;512206002;2207002;leonardo.beretta;adilson.barros;RACISUL AUTOMACAO LTDA;003
;512049;0001;87516;TALHA MANUAL 1 TON COM 10M DE CORRENTE;1;25/02/2019;MECANICA CALDEIRA-2;SC gerada por SA - MANUTENCAO MECANICA DAS CALDEIRAS;049990;791374;;;;0;S;1548;L;B;13/03/2020;S;Elim. Automatica Fora Prazo Data: 09/07/20 as 13:50:32;;03/03/2020;512206002;2202002;wylliam.bassos;MECANICA - JOAO TELLES;MANOTECNICA MAN DE INSTR DE PRECISAO LTD;003
;512051;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;25/02/2019;LINHA DE OLEO TERMICO BPS;BOMBA DE OLEO TERMICO ALLWEILER 80-200 SUBSTITUIR  SELO MECANICO E ROLAMENTO CLASSE C4 (REVISAO GERAL);047771;778076;22/03/2019;25/03/2019;25/03/2019;1;S;3989,78;L;L;28/03/2019;;;;18/03/2019;512206002;2207004;joao.berchol;joao.berchol;DISEMEC DISTRIBUIDORA DE SELOS MECANICOS LTDA;003
;512051;0002;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;25/02/2019;LINHA DE OLEO TERMICO BPS;BOMBA DE OLEO TERMICO ALLWEILER 80-200 SUBSTITUIR  SELO MECANICO E ROLAMENTO CLASSE C4 (REVISAO GERAL);047772;778077;22/03/2019;25/03/2019;25/03/2019;1;S;3687,56;L;L;28/03/2019;;;;18/03/2019;512206002;2207004;joao.berchol;joao.berchol;DISEMEC DISTRIBUIDORA DE SELOS MECANICOS LTDA;003
;512052;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;25/02/2019;PRENSA MDF 1;REVISAO GERAL BOMBA DE OLEO TERMICO M20 MDF 1/530-400;047773;778075;22/03/2019;25/03/2019;25/03/2019;1;S;7683;L;L;28/03/2019;;;;18/03/2019;512206002;2299004;joao.berchol;joao.berchol;DISEMEC DISTRIBUIDORA DE SELOS MECANICOS LTDA;003
;512059;0001;13059;CORREIA EM V B-48;8;25/02/2019;ALMOXARIFADO CENTRAL;PRODUTO SEM SALDO NO ESTOQUE;047807;777915;07/03/2019;11/03/2019;11/03/2019;8;S;240;L;L;08/03/2019;;;;07/03/2019;113800001;1101003;paulo.carvalho;paulo.carvalho;MARISE DOS SANTOS ALMEIDA;003
;512061;0001;16731;CANTONEIRA FERRO 2''X 1/4''X 6000MM;30;25/02/2019;(P.A.L1) CHUTE DO SIFTER /CALHA DA ROSCA DO REJEITO DO SIFTE;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047844;777903;;;;0;;3930;L;B;17/03/2019;S;;;07/03/2019;512206002;1105002;anderson.rodrigues;VINICIUS.VIDAL;PORTO ACO LTDA;003
;512061;0002;12799;BARRA CHATA FERRO 1''X 3/16''X 6000MM;20;25/02/2019;(P.A.L1)CHUTE DO SIFTER/ CALHA DA ROSCA DO FILTRO MANGA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047844;777903;;;;0;;478;L;B;17/03/2019;S;;;07/03/2019;512206002;1105002;anderson.rodrigues;VINICIUS.VIDAL;PORTO ACO LTDA;003
;512061;0003;13019;TUBO FERRO IND 1.1/2'' X 2,25 X 6000 MM;20;25/02/2019;(P.A.L1) CHUTEDO SIFTER /TETO DO SICLONE DE REJEITO;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047844;777904;;;;0;;1530;L;B;08/03/2019;S;;;07/03/2019;512206002;1105002;anderson.rodrigues;VINICIUS.VIDAL;ACO METAL PRODUTOS SIDERURGICOS;003
;512061;0004;30149;TUBO ACO CARBONO C/COSTURA 1/2'';20;25/02/2019;(P.A.L1) CHUTE DO SIFTER / CALHA DA ROSCA DO FILTRO MANGA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047844;777904;;;;0;;1059;L;B;08/03/2019;S;;;07/03/2019;113800001;1105002;anderson.rodrigues;VINICIUS.VIDAL;ACO METAL PRODUTOS SIDERURGICOS;003
;512061;0005;18733;CHAPA ACO CARBONO 3mm X 1200 X3000MM SAE 1020;10;25/02/2019;(P.A.L1) CHUTE DO SIFTER / CALHA ROSCA DO REJEITO DO SIFTER;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047844;777904;;;;0;;4482;L;B;08/03/2019;S;;;07/03/2019;512206002;1105002;anderson.rodrigues;VINICIUS.VIDAL;ACO METAL PRODUTOS SIDERURGICOS;003
;512062;0001;12028;ARAME COBREADO P/ SOLDA MIG ER70S6 1,00MM ROLO;5;25/02/2019;(P.A.L1) CHUTE DO SIFTER / CALHA DA ROSCA DO FILTRO MANGA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF1;047847;777906;;;;0;;1350;L;B;10/03/2019;S;;;07/03/2019;512206002;1105002;anderson.rodrigues;VINICIUS.VIDAL;PLANTAO COMERCIO DE FERRAMENTAS E FIXADORES LTDA;003
;512062;0002;18856;TINTA ESMALTE SINTETICO ALTO BRILHO VERMELHO;5;25/02/2019;(P.A.L1) CHUTE  DO SIFTER CALHA ROSCA DO REJEITO DO SIFTER;SC gerada por SA - MATERILA PARA PARADA ANUAL MDF 1;047845;777905;;;;0;;410;L;B;08/03/2019;S;;;07/03/2019;512206002;1105002;anderson.rodrigues;VINICIUS.VIDAL;MP COELHO TINTAS;003
;512062;0003;12245;TINTA ESMALTE SINTETICO AMARELO SEGURANCA C/3,6 L;5;25/02/2019;(P.A.L1) CALHA ROSCA DO SIFTER /TETP DO CICLONE REJEITO;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047845;777905;;;;0;;410;L;B;08/03/2019;S;;;07/03/2019;512206002;1105002;anderson.rodrigues;VINICIUS.VIDAL;MP COELHO TINTAS;003
;512062;0004;15911;TINTA SINTETICA BEGE 3,6L;10;25/02/2019;(P.A.L1) CHUTE DO SIFTER / CALHA DA ROSCA DO FILTRO DE MANGA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047845;777905;;;;0;;750;L;B;08/03/2019;S;;;07/03/2019;512206002;1105002;anderson.rodrigues;VINICIUS.VIDAL;MP COELHO TINTAS;003
;512062;0005;13318;DISCO DE DESBASTE 7'' X 1/4'' X 7/8'' ACO INOX / ACO - WALTE;30;25/02/2019;(P.A.L1) CHUTE DO SIFTER /CALHA DA ROSCA DO FILTRO MANGA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047847;777906;;;;0;;737,4;L;B;10/03/2019;S;;;07/03/2019;113800001;1105002;anderson.rodrigues;VINICIUS.VIDAL;PLANTAO COMERCIO DE FERRAMENTAS E FIXADORES LTDA;003
;512062;0006;16166;TINTA ESMALTE SINTETICO VERMELHO SEGURANCA;5;25/02/2019;(P.A.L1) CHUTE DO SIFTER / CALHA ROSCA DO REJEITO DO SIFTER;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047845;777905;;;;0;;410;L;B;08/03/2019;S;;;07/03/2019;512206002;1105002;anderson.rodrigues;VINICIUS.VIDAL;MP COELHO TINTAS;003
;512063;0001;C00077;SERV DE MANUTENCAO MAQUINAS E EQUIPAMENTOS INDUSTRIAIS;1;25/02/2019;LINHA DE IMPREGNACAO;CONSERTO ROLO ARAMADO (FAZER IGUAL AO PC.776145);047871;777947;12/03/2019;20/03/2019;20/03/2019;1;S;1280;L;L;21/03/2019;;;;11/03/2019;512206002;2209001;joao.berchol;JOAO.BERCHOL;SULCROMO REVESTIMENTOS INDUSTRIAIS LTDA;255
;512064;0001;36454;ROLAMENTO 23128 EASMC3;1;25/02/2019;(P.A.L1) TRANSPORTADOR DA ROSCA FITA MDF1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047853;777908;;;;0;;1460;L;B;08/03/2019;S;;;07/03/2019;113800001;1105002;anderson.rodrigues;VINICIUS.VIDAL;SIMONI DA ROSA CORREA;024
;512064;0002;75586;ROLAMENTO AXIAL 29328E;1;25/02/2019;(P.A.L1) TRANSPORTADOR DA ROSCA FITA MDF1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047853;777908;;;;0;;3880;L;B;08/03/2019;S;;;07/03/2019;113800001;1105002;anderson.rodrigues;VINICIUS.VIDAL;SIMONI DA ROSA CORREA;024
;512065;0001;12623;DESENGRIPANTE MICRO OLEO SPRAY 300ML;24;25/02/2019;(P.A.L1) USINA 1/ CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047799;777785;;;;0;;141,6;L;B;04/03/2019;S;;;27/02/2019;512301006;1105002;anderson.rodrigues;RAFAEL.LOPES;RS SUPRIMENTOS INDUSTRIAIS E MANUTENCAO LTDA;045
;512065;0002;12227;ADESIVO SILICONE INCOLOR  280G;12;25/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047820;777841;;;;0;;102;L;B;04/03/2019;S;;;01/03/2019;512206002;1105002;anderson.rodrigues;RAFAEL.LOPES;ABRASSER FERRAMENTAS LTDA.;003
;512065;0003;24048;ADESIVO SILICONE VERMELHO P/ ALTA TEMPERATURA 280G;24;25/02/2019;(P.A.L1)USINA 1/CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF1;047820;777839;;;;0;;410,4;L;B;04/03/2019;S;;;01/03/2019;512206002;1105002;anderson.rodrigues;RAFAEL.LOPES;PLANTAO COMERCIO DE FERRAMENTAS E FIXADORES LTDA;003
;512065;0004;13331;LIXA FERRO 100;50;25/02/2019;(P.A.L1) USINA 1 /CALDEIRA;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047820;777840;;;;0;;75;L;B;04/03/2019;S;;;01/03/2019;113800001;1105002;anderson.rodrigues;RAFAEL.LOPES;LF SILVEIRA COMERCIO DE FERRAMENTAS LTDA ***;003
;512065;0005;30878;"DISCO DE CORTE 4.1/2"" P/ACO CARBONO E INOX - WALTER  ESP. 1,";100;25/02/2019;(P.A.L1) USINA 1 /CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047820;777840;;;;0;;905;L;B;04/03/2019;S;;;01/03/2019;113800001;1105002;anderson.rodrigues;RAFAEL.LOPES;LF SILVEIRA COMERCIO DE FERRAMENTAS LTDA ***;003
;512065;0006;19779;DISCO DE CORTE 7''- P/ACO CARBONO - WALTER;100;25/02/2019;(P.A.L1) USINA 1 / CALDEIRA 1;SC gerada por SA - MATERIAL PARA PARADA ANUAL MDF 1;047820;777840;;;;0;;1390;L;B;04/03/2019;S;;;01/03/2019;113800001;1105002;anderson.rodrigues;RAFAEL.LOPES;LF SILVEIRA COMERCIO DE FERRAMENTAS LTDA ***;003
